codigo_producto,descripcion,stock_actual,dias_con_ventas,venta_promedio_diaria,dias_inventario_disponible,alerta_stock
703102912177,LECHE EN POLVO 400G,27.0,10,1.63,17.121805693466253,CRÍTICO
703102912177,LECHE EN POLVO 400G,20.0,9,1.4,14.501056347656352,CRÍTICO
703102912177,LECHE EN POLVO 400G,27.0,9,1.52,18.071908852815767,CRÍTICO
703102912177,LECHE EN POLVO 400G,25.0,8,1.47,17.055081153486718,CRÍTICO
703102912177,LECHE EN POLVO 400G,8.0,8,1.08,7.798550883290538,CRÍTICO
703102912177,LECHE EN POLVO 400G,30.0,9,1.65,18.388384977349666,CRÍTICO
703102912177,LECHE EN POLVO 400G,13.0,11,1.03,13.09013362873476,CRÍTICO
703102912177,LECHE EN POLVO 400G,22.0,8,1.29,17.111602327460936,CRÍTICO
703102912177,LECHE EN POLVO 400G,30.0,10,1.63,18.4413694988524,CRÍTICO
703102912177,LECHE EN POLVO 400G,13.0,9,1.39,9.770052124577958,CRÍTICO
703102912177,LECHE EN POLVO 400G,6.0,10,1.04,6.650778867915151,CRÍTICO
703102912177,LECHE EN POLVO 400G,9.0,9,1.12,8.419027438129126,CRÍTICO
703102912177,LECHE EN POLVO 400G,19.0,8,1.7,11.406616829393844,CRÍTICO
703102912177,LECHE EN POLVO 400G,29.0,8,1.71,17.270221488837397,CRÍTICO
703102912177,LECHE EN POLVO 400G,22.0,8,1.26,17.910958748845154,CRÍTICO
703102912177,LECHE EN POLVO 400G,7.0,11,1.39,5.104281957967861,CRÍTICO
703102912177,LECHE EN POLVO 400G,14.0,11,1.12,12.661209538663485,CRÍTICO
703102912177,LECHE EN POLVO 400G,17.0,9,1.52,11.261165047231685,CRÍTICO
703102912177,LECHE EN POLVO 400G,13.0,11,1.59,8.331617157060954,CRÍTICO
703102912177,LECHE EN POLVO 400G,11.0,10,1.74,6.797980510005242,CRÍTICO
703102912177,LECHE EN POLVO 400G,17.0,11,1.7,10.06422757105442,CRÍTICO
703102912177,LECHE EN POLVO 400G,33.0,10,1.77,19.143645558687787,CRÍTICO
703102912177,LECHE EN POLVO 400G,11.0,8,1.16,9.848043980311328,CRÍTICO
703102912177,LECHE EN POLVO 400G,18.0,11,1.43,12.781859326150492,CRÍTICO
703102912177,LECHE EN POLVO 400G,20.0,10,1.29,15.545284383427667,CRÍTICO
703102912177,LECHE EN POLVO 400G,10.0,11,0.99,10.45444403568941,CRÍTICO
703102912177,LECHE EN POLVO 400G,34.0,8,1.76,19.57673124081441,CRÍTICO
703102912177,LECHE EN POLVO 400G,32.0,10,1.68,19.43670942413167,CRÍTICO
703102912177,LECHE EN POLVO 400G,13.0,9,1.59,8.776734437380462,CRÍTICO
703102912177,LECHE EN POLVO 400G,15.0,9,1.27,12.45872758838578,CRÍTICO
703102912177,LECHE EN POLVO 400G,12.0,11,1.34,9.513174647251546,CRÍTICO
703102912177,LECHE EN POLVO 400G,9.0,10,1.06,9.272607415662014,CRÍTICO
703102912177,LECHE EN POLVO 400G,9.0,10,1.67,5.553304210317992,CRÍTICO
703102912177,LECHE EN POLVO 400G,22.0,9,1.61,14.143465009698453,CRÍTICO
703102912177,LECHE EN POLVO 400G,12.0,8,1.03,12.540185348432923,CRÍTICO
703102912177,LECHE EN POLVO 400G,9.0,9,1.69,5.77218126874984,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,57.0,32,1.9,30.402859621168943,BAJO
703377007955,GEL ALCOHÓLICO 100ML,50.0,30,1.88,26.90590768977827,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,59.0,27,1.82,32.83364890082207,BAJO
703377007955,GEL ALCOHÓLICO 100ML,73.0,24,2.01,36.54990329647916,BAJO
703377007955,GEL ALCOHÓLICO 100ML,53.0,24,1.91,28.23731541245265,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,48.0,26,1.41,34.343357137285004,BAJO
703377007955,GEL ALCOHÓLICO 100ML,30.0,24,1.16,26.28021197490652,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,30.0,29,1.2,25.775225817529115,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,53.0,31,1.62,32.97031947352222,BAJO
703377007955,GEL ALCOHÓLICO 100ML,43.0,31,1.32,33.1095268241516,BAJO
703377007955,GEL ALCOHÓLICO 100ML,50.0,33,1.47,34.5614485224731,BAJO
703377007955,GEL ALCOHÓLICO 100ML,69.0,28,1.93,35.891370005839924,BAJO
703377007955,GEL ALCOHÓLICO 100ML,56.0,26,1.43,39.63778119193802,BAJO
703377007955,GEL ALCOHÓLICO 100ML,49.0,35,1.52,32.74450522451793,BAJO
703377007955,GEL ALCOHÓLICO 100ML,41.0,31,1.38,29.84434709411869,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,69.0,26,1.89,36.92779292153055,BAJO
703377007955,GEL ALCOHÓLICO 100ML,41.0,32,1.43,29.062483768931113,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,61.0,28,1.95,31.584571310584543,BAJO
703377007955,GEL ALCOHÓLICO 100ML,31.0,32,1.21,26.17684572013399,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,32.0,30,1.27,25.380261151231863,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,58.0,30,1.49,39.43972622016888,BAJO
703377007955,GEL ALCOHÓLICO 100ML,55.0,35,1.49,37.53970180768309,BAJO
703377007955,GEL ALCOHÓLICO 100ML,57.0,31,1.62,35.43961309140547,BAJO
703377007955,GEL ALCOHÓLICO 100ML,56.0,30,1.81,31.134294166214048,BAJO
703377007955,GEL ALCOHÓLICO 100ML,38.0,33,1.41,27.599414801062686,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,54.0,33,1.99,27.346555640066292,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,37.0,32,1.29,28.75364347246893,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,57.0,32,1.72,33.23839997059181,BAJO
703377007955,GEL ALCOHÓLICO 100ML,45.0,28,1.28,35.71893884050093,BAJO
703377007955,GEL ALCOHÓLICO 100ML,40.0,35,1.17,34.90296065076597,BAJO
703377007955,GEL ALCOHÓLICO 100ML,38.0,31,1.32,29.19900845418914,CRÍTICO
703377007955,GEL ALCOHÓLICO 100ML,60.0,35,1.54,39.32297920994791,BAJO
703377007955,GEL ALCOHÓLICO 100ML,67.0,32,1.86,36.068453750436525,BAJO
703377007955,GEL ALCOHÓLICO 100ML,54.0,28,1.65,33.31531078767101,BAJO
703377007955,GEL ALCOHÓLICO 100ML,60.0,32,1.77,34.17581119351529,BAJO
703377007955,GEL ALCOHÓLICO 100ML,43.0,33,1.38,31.29400093641685,BAJO
707037023369,MEMORIA SD 32GB,292.0,16,2.04,143.17870346756968,EXCESO
707037023369,MEMORIA SD 32GB,156.0,12,1.36,115.36766607135,EXCESO
707037023369,MEMORIA SD 32GB,248.0,13,1.8,137.8520226275419,EXCESO
707037023369,MEMORIA SD 32GB,143.0,16,1.4,102.40347207214282,EXCESO
707037023369,MEMORIA SD 32GB,188.0,15,1.32,142.68662599473402,EXCESO
